label,comX,comY,comZ,SA,vol,sphericity,maxFeret,minFeret,aspectRatio
84.0,5.16e-06,1.648e-06,9.045e-06,1.09516306200393e-13,1.91808e-21,0.6816840749501373,2.960641680669487e-07,1.3600003967439989e-07,0.43728756842074
85.0,4.576e-06,3.2400000000000003e-06,7.83e-06,1.057369796857049e-13,1.9209600000000004e-21,0.7067558924951505,2.9574070458177255e-07,1.4388109471328678e-07,0.2967303706094687
86.0,3.0560000000000005e-06,8.528e-06,1.215e-06,9.875626956134709e-14,1.9267200000000007e-21,0.7582257308612,2.6814839239553095e-07,1.200000951939728e-07,0.5293405512890149
87.0,1.0664e-05,4.44e-06,8.235e-06,1.203969577786115e-13,1.9382399999999997e-21,0.6244154580715118,2.702643164443647e-07,1.6800004232209178e-07,0.6968237714002568
88.0,2.7520000000000005e-06,5.408e-06,1.44e-06,1.186202764944605e-13,1.94112e-21,0.634395531603718,2.8215692689526094e-07,1.3499993656296286e-07,0.4646432717074223
89.0,6.296e-06,3.736e-06,5.31e-06,1.0415671729673085e-13,1.99008e-21,0.7345880584292979,2.964341746569039e-07,1.3500039131031374e-07,0.3309522395019919
90.0,8.648000000000001e-06,2.1520000000000003e-06,8.775e-06,9.771627324977589e-14,1.9958400000000004e-21,0.7845146249208973,2.605441515874642e-07,1.3130561277091636e-07,0.4019714527887575
91.0,6.328e-06,1.424e-06,4.679999999999999e-06,1.1223776875269669e-13,1.9958400000000004e-21,0.6830129136487665,3.253436473058827e-07,1.5199998415482696e-07,0.3188570069175597
92.0,4.568e-06,3.2000000000000003e-06,1.8e-06,1.0691976745748567e-13,2.0044800000000002e-21,0.7190525054607515,2.498549779408687e-07,1.3500005024980058e-07,0.5716756866410294
93.0,8.408e-06,7.312e-06,2.7e-06,1.1076725543383525e-13,2.0217600000000004e-21,0.6980595335972579,2.720781386124624e-07,1.3488435869793758e-07,0.4884557405531041
94.0,7.848e-06,8.552e-06,1.89e-06,1.01324157646019e-13,2.0390399999999997e-21,0.7674585925199934,2.5758249569163724e-07,1.3499993656296286e-07,0.4791109502970918
95.0,5.12e-07,5.760000000000001e-07,8.235e-06,1.0115434814127723e-13,2.04192e-21,0.7694706350395024,2.662930933443543e-07,1.3499993656296286e-07,0.4716911740981896
96.0,7.016e-06,4.16e-07,4.499999999999999e-06,1.2798513853217374e-13,2.0707200000000004e-21,0.6138640029463133,2.618476916024388e-07,1.5673004177400996e-07,0.3966994093759997
97.0,1.016e-05,7.920000000000001e-07,1.935e-06,1.0873824492789293e-13,2.0793600000000002e-21,0.7245275915480482,2.619893928907541e-07,1.3499993656296286e-07,0.5840773644438979
98.0,2.0160000000000003e-06,2.4960000000000003e-06,3.87e-06,1.1648826016803245e-13,2.1139199999999997e-21,0.6837977447548368,2.615123374799592e-07,1.3499993656296286e-07,0.4993231927952577
99.0,8.640000000000001e-07,4.904e-06,1.305e-06,1.2256364276481041e-13,2.1167999999999997e-21,0.650492582518405,2.688648549452845e-07,1.5173793750256377e-07,0.4615163648890544
100.0,2.7840000000000004e-06,2.32e-06,4.095e-06,1.256683080885435e-13,2.1398399999999997e-21,0.6390172139646646,2.954566495938606e-07,1.5094499688520064e-07,0.2632094651455087
101.0,1.0752e-05,8.84e-06,7.74e-06,1.0473794446085917e-13,2.2003200000000007e-21,0.7810952120149078,2.811397431719016e-07,1.5003767976116242e-07,0.3081480403086756
102.0,8.184e-06,8.704e-06,2.25e-06,1.058616297708739e-13,2.3097599999999998e-21,0.7982215577916746,2.418592649846869e-07,1.3499993656296286e-07,0.6877428341805063
103.0,2.1920000000000004e-06,1.008e-06,4.095e-06,1.209460943565753e-13,2.34144e-21,0.7050408784446828,2.7193321318621266e-07,1.5999989955162166e-07,0.7331317515991125
104.0,8.056e-06,8.224e-06,5.94e-06,1.1550297528850293e-13,2.3731200000000003e-21,0.7449104827353003,3.17998275569982e-07,1.3576499555342569e-07,0.2823030413053615
105.0,7.040000000000001e-07,4.008e-06,2.655e-06,1.2023417506929157e-13,2.3760000000000007e-21,0.716177194246695,2.68737475790313e-07,1.6000001323845939e-07,0.4366638173721163
106.0,2.28e-06,2.8800000000000004e-06,3.6000000000000003e-06,1.24604422016192e-13,2.4048000000000002e-21,0.6966318261080011,3.220498541509296e-07,1.3697690159851502e-07,0.428449291741475
107.0,6.968e-06,3.688000000000001e-06,5.985e-06,1.224406543585288e-13,2.4105599999999998e-21,0.7100742761068332,3.844234357741957e-07,1.3499993656296286e-07,0.2272641113287634
108.0,9.848e-06,2.6720000000000004e-06,5.22e-06,1.2312756537360746e-13,2.4278400000000006e-21,0.7094833487928579,2.517118794765472e-07,1.5999989955162166e-07,0.6972917755490329
109.0,1.0384e-05,7.36e-06,4.275e-06,1.1949525824773358e-13,2.4422400000000004e-21,0.7339373886436763,2.999256158467008e-07,1.645748963935953e-07,0.4931750932059877
110.0,1.424e-06,4.944e-06,1.62e-06,1.3082264126838064e-13,2.4480000000000003e-21,0.6714424894656073,2.933886375197e-07,1.5200009784166468e-07,0.4560247540298964
111.0,5.992e-06,4.608e-06,2.34e-06,1.3282869090435405e-13,2.4796800000000002e-21,0.6669951226139564,3.051295934740882e-07,1.5957781642532557e-07,0.5216397706733131
112.0,8.2e-06,2.8800000000000004e-06,8.1e-06,1.1183231335494141e-13,2.4998400000000007e-21,0.7965107183857547,2.597667490389849e-07,1.6433793566772965e-07,0.6356044463394258
113.0,1.044e-05,2.4640000000000005e-06,1.485e-06,1.498928122096918e-13,2.5776000000000006e-21,0.6065226151475525,3.02317245217441e-07,1.425187878754765e-07,0.4946561305444237
114.0,8.168e-06,4.152e-06,8.595e-06,1.4096890797600192e-13,2.6236800000000007e-21,0.6525814113555264,3.164558103439138e-07,1.3499993656296286e-07,0.5690400738362665
115.0,9.296e-06,6.832e-06,6.12e-06,1.2541741969054382e-13,2.6351999999999998e-21,0.7356456155445928,2.856509829144763e-07,1.6646485084161356e-07,0.4271268522055085
116.0,7.376e-06,4.056e-06,7.244999999999999e-06,1.3029959318665585e-13,2.664e-21,0.7132315482988539,3.2484506457682175e-07,1.7836249850440873e-07,0.3866942654318176
