synLabel,vesLabel,OG_Ves_X,OG_Ves_Y,OG_Ves_Z,Ves_X,Ves_Y,Ves_Z,Syn_X,Syn_Y,Syn_Z,VectorAngle,Intersect,IOU,IOS
100,1083,1.1753477338061202e-05,1.4593274954677327e-05,4.666999302571639e-06,1.1779604392359033e-05,1.495537571827299e-05,4.386878345030709e-06,1.1763727798097534e-05,1.466510047976044e-05,4.3989491587126395e-06,107.46357668096393,11487,0.11063915857605178,0.8356004946533789
101,655,1.0495580227143364e-05,1.3213596048444742e-05,1.4119935940470896e-06,1.0449900400999468e-05,1.3237138318800135e-05,1.3877606193091196e-06,1.051477420332958e-05,1.3202392437960953e-05,1.2440565342330956e-06,19.585800625548668,39303,0.34720271380489226,0.654875366568915
102,985,1.2310362308198819e-05,6.796906745876186e-06,9.579991910868557e-06,1.244689019586076e-05,6.781223873986164e-06,9.55403129410115e-06,1.2304402844165452e-05,6.7205958202976035e-06,9.261465947929537e-06,24.513089039085198,12344,0.13712051364651257,0.7756692220686189
103,979,8.543754574930063e-06,9.802199201658368e-06,1.4334749494082644e-06,8.111823262879625e-06,9.884116479952354e-06,1.231000794632564e-06,8.47523278935114e-06,9.797322491067462e-06,9.787364092517237e-07,64.20014777573968,15691,0.14217498459642638,1.0
104,1046,9.329289241577499e-06,1.537603793622111e-05,2.5554573994668317e-06,9.047819276020164e-06,1.5051260106702102e-05,2.3391455670207506e-06,9.286124623031355e-06,1.535530282126274e-05,2.1150925704205292e-06,65.48685345254954,16842,0.13947595070889096,0.9912889935256033
105,839,1.2168909051979426e-05,7.2442592227162095e-06,4.5347971990850056e-06,1.2079111456841929e-05,7.191153827079688e-06,4.5428300836647395e-06,1.210855270983302e-05,7.2305988396692555e-06,4.4254682052269345e-06,48.87578074898819,27503,0.2666569711072329,0.9346496295792837
106,1237,1.5628159417246934e-05,1.1766365332732676e-05,8.257087301899446e-06,1.5563113265670836e-05,1.2407616850396153e-05,7.544387017333065e-06,1.557647283334518e-05,1.1744494258891791e-05,7.583612386952154e-06,91.60858779229922,2554,0.029571822244864876,0.5488931871910595
107,830,1.0340917924622772e-05,1.3796281109534902e-05,4.2921119547401076e-07,1.0157893939322094e-05,1.3613110240839887e-05,2.609534419661941e-07,1.0345050213800278e-05,1.3764636605628766e-05,1.5457063184953768e-07,69.74807308742155,20925,0.19334004749189218,0.6236587982832618
108,1044,1.1249147519265534e-05,1.4397236100194277e-05,9.320341405327781e-07,1.1336626357660862e-05,1.4610026482841931e-05,8.730640956855495e-07,1.127785708376905e-05,1.4416215890378226e-05,5.814781900426169e-07,39.24150070242297,18222,0.2180264905416562,0.9467941390418788
109,964,1.4974314581195358e-05,9.447322554478887e-06,3.721796247191378e-06,1.4976000329625094e-05,9.630998647480737e-06,3.495839223432995e-06,1.4931862097000703e-05,9.454417067900067e-06,3.544794708432164e-06,103.54989186612727,23791,0.21601670676896537,0.9823279243569099
110,749,1.671957397775259e-05,1.3121209121891297e-05,2.5932536118489224e-06,1.6645162759232335e-05,1.3066860901744803e-05,2.571059440015233e-06,1.6692429198883474e-05,1.3115477031533374e-05,2.4098549147311132e-06,30.31484406964989,47369,0.41143209533405134,0.773295677158156
111,947,1.1232104498049011e-05,8.041666205826914e-06,2.103844678913447e-06,1.1458910648798337e-05,8.044897640502313e-06,2.0008207002319978e-06,1.1250763691350585e-05,8.03899683887721e-06,1.6642770788166672e-06,34.16853755307799,17195,0.22039785690481684,0.95
112,733,1.1041818197554676e-05,1.4348066088132327e-05,4.62679145130096e-06,1.0919793112407206e-05,1.4363879017764702e-05,4.5377530568657676e-06,1.1024955711036455e-05,1.4324452877190197e-05,4.451567747310037e-06,55.45094918676828,55405,0.3934706805576269,0.8879575613821399
113,296,1.5833216821192764e-05,6.655323204540764e-06,2.111444132424367e-06,1.590051397215575e-05,6.455395123339258e-06,1.9756000710913213e-06,1.5822551176825073e-05,6.65623701934237e-06,1.8569174358162854e-06,60.11362776913501,5566,0.04633545336485632,0.0674029402504299
114,967,1.7155740351881832e-05,8.62695515024825e-06,8.587217507738387e-06,1.71546471392503e-05,8.630117008578964e-06,8.588744549342664e-06,1.714587961032521e-05,8.654576049593743e-06,8.428221008216497e-06,1.2569169379974714,14854,0.1691144659243573,0.8999697061496517
115,865,1.6489700101374183e-05,1.419535510649439e-05,9.309881534136366e-06,1.6570974366914015e-05,1.4249006198951975e-05,9.323551694251364e-06,1.647930002945941e-05,1.4191476111591328e-05,9.148875506070908e-06,27.930409709631213,37505,0.30526864128798054,0.8876502887437281
116,958,1.0423829735373147e-05,1.3916644093114883e-05,6.430039547922206e-06,1.0294505955243949e-05,1.3934544767835177e-05,6.413377604985726e-06,1.0433443549118238e-05,1.395708704876597e-05,6.0287552514637355e-06,18.613199438869557,24585,0.3215112401428067,0.8035101480537308
117,685,8.706741482455982e-06,7.23102925803687e-06,1.1371054426945193e-06,8.758648164075566e-06,7.34921468392713e-06,1.097758627111034e-06,8.714699106349144e-06,7.261366818056558e-06,9.209583424762968e-07,37.170827237770666,37784,0.4200555864369094,0.6365765310420353
118,848,1.4122306765784742e-05,1.4981441836425802e-05,7.722701411694288e-06,1.4148214177112095e-05,1.4924947663530475e-05,7.721437668806175e-06,1.4132582236925373e-05,1.4968946288718143e-05,7.534920541729662e-06,18.758802161783276,58512,0.45657924512106624,0.9837256220578345
119,915,9.976681212719996e-06,6.381672847055597e-06,2.6018125254267943e-06,9.841589871939505e-06,6.379433671099832e-06,2.623320028760645e-06,9.961767773347674e-06,6.386582754203118e-06,2.3846457679610467e-06,30.646161085849933,30469,0.352993651234997,0.9685920462854055
120,972,1.1792019904532935e-05,6.391982196873869e-06,9.823964319366496e-06,1.1936913324461784e-05,6.491973863376188e-06,9.792286618903745e-06,1.1838505542982602e-05,6.411332151401439e-06,9.529416274745017e-06,35.22002168642875,25607,0.2552684570448791,1.0
121,840,1.554873688291991e-05,7.916116828710074e-06,6.329370762614417e-06,1.5620592421328183e-05,7.914705747680273e-06,6.317735142147285e-06,1.5550647731288336e-05,7.904645372036612e-06,6.048960585758323e-06,14.968486965222413,42622,0.5179927810118736,0.7539713426499204
122,1240,8.85091139934957e-06,1.4513610949506983e-05,6.376854344125604e-06,8.913293186196825e-06,1.5287806036212714e-05,5.776209491159534e-06,8.849287496559555e-06,1.44863797686412e-05,5.5422683544748e-06,71.9043482512656,4109,0.05192589597128848,0.6921003874010443
123,868,1.6896175111469347e-05,8.262446499429643e-06,3.868318231070589e-06,1.692686419119127e-05,8.429045919911005e-06,3.781602458730049e-06,1.6850102838361636e-05,8.255454304162413e-06,3.5095537214147043e-06,31.474571778092155,19768,0.24094094704125785,0.8162523742670741
124,1241,1.1780814020312391e-05,1.2613208127731923e-05,2.6708925702223496e-06,1.1789794370997697e-05,1.3154050066077616e-05,1.934251542934362e-06,1.1784662547142943e-05,1.2651854376599658e-05,2.119376176779042e-06,114.24612482929895,3240,0.031767508897843924,0.6570675319407828
125,1056,1.0401109193480806e-05,6.391037913999753e-06,6.137390300864354e-06,1.0595496860332787e-05,6.360966381180333e-06,6.116313670645468e-06,1.0413280961074634e-05,6.384058224284672e-06,5.8211942359776e-06,34.2548468544457,21865,0.19169231038987225,0.883827155503456
126,974,8.877169420884456e-06,1.3267162557895062e-05,9.650075753597775e-06,8.918927960621659e-06,1.3414705335890176e-05,9.639995823818026e-06,8.872812031768262e-06,1.3272733212943422e-05,9.466312349104555e-06,41.94223912335146,34732,0.21715779140797428,0.9228888770792368
127,654,1.7425134501536377e-05,8.546724529878702e-06,1.8075966750075168e-06,1.743198481563013e-05,9.057966963155195e-06,1.3779871892438678e-06,1.741229061735794e-05,8.59626288729487e-06,1.3616188425658038e-06,94.23222590958055,0,0.0,0.0
128,911,1.289601323151146e-05,1.5617713870597072e-05,9.224404948326992e-06,1.297237167818821e-05,1.569561118230922e-05,9.218951618095161e-06,1.289994270337047e-05,1.5630706002411898e-05,8.917324976209784e-06,20.075318118400777,26345,0.24107796486090777,0.7399657332247283
129,1155,1.6304464224958792e-05,1.3075055449007777e-05,5.306355205902946e-06,1.6062431313912384e-05,1.3050008419668302e-05,5.234231366557651e-06,1.6297919501084834e-05,1.3057223441137467e-05,4.889669071417302e-06,35.409435323313524,10034,0.10299944568765526,1.0
130,1036,1.50541832226736e-05,1.1085435289714951e-05,6.033125288240626e-07,1.4940953406039625e-05,1.101990028473665e-05,5.736084176533041e-07,1.5060327768878778e-05,1.1087690381827997e-05,4.193227454152293e-07,39.65327312664143,19773,0.158809072509397,0.8897938979389793
131,858,1.5242618246702477e-05,6.590908697035047e-06,6.4737480443000095e-06,1.5312198229366913e-05,6.543848940054886e-06,6.484539198936545e-06,1.5235801129165338e-05,6.5913679918594426e-06,6.230601684364956e-06,18.103534124459344,36555,0.3809558547667681,0.9379329809616668
132,919,1.4534974525304278e-05,1.3975321962789167e-05,7.659142937654906e-07,1.4505095350614283e-05,1.4153943538985914e-05,7.200208642643702e-07,1.4557437225448666e-05,1.3969498922961066e-05,4.065591667767876e-07,29.737367677622313,30587,0.3497375853276467,0.9683107509180702
133,1101,1.570859876665054e-05,1.1472688584035495e-05,6.362590056596673e-06,1.5605849512212444e-05,1.1546650057425722e-05,6.254591880860971e-06,1.5728861399111338e-05,1.1511988759593805e-05,5.87036674914998e-06,18.06071527597923,16083,0.1757320804195804,0.8704335119337555
134,953,1.3080388725938974e-05,9.106882771448e-06,9.01510429685004e-06,1.299248606301262e-05,9.083108579943655e-06,9.05044362298213e-06,1.3092596873320872e-05,9.134839274338447e-06,8.760437594901305e-06,16.478143182901615,31772,0.3322284148777096,0.9671547289275821
135,879,9.94089259620523e-06,1.4988490420364542e-05,2.02192495635245e-06,9.990167200157885e-06,1.4884416486893315e-05,1.996955745653395e-06,9.929688985721441e-06,1.4994893717812374e-05,1.8171937199440436e-06,31.99170792909188,38027,0.2862250389516548,0.9415886693408607
136,254,9.780569598660804e-06,6.937892067071516e-06,2.9696400360990083e-06,9.901805242407136e-06,6.921877684362698e-06,2.9102554890414467e-06,9.778684216144029e-06,6.913299102961901e-06,2.826493869179103e-06,54.98046141560017,46246,0.32017890028939755,0.34865276458436995
137,1205,1.5124577657843474e-05,1.0223302069789497e-05,4.060179435327882e-06,1.5218604858091567e-05,1.0194020433118567e-05,4.1272693351857015e-06,1.5015940334706102e-05,1.0234492947347462e-05,3.4962833979079733e-06,7.2941540664824,7398,0.07320041557413545,1.0
138,987,1.2747500022669556e-05,1.1916163657588186e-05,2.9614743652928155e-06,1.2500643151724944e-05,1.2045622497680597e-05,2.8844959842899698e-06,1.271279825232341e-05,1.1909578006452648e-05,2.508119791855279e-06,37.15410651017824,15671,0.20573716686359458,0.8993916437098255
139,1235,1.7109567124862224e-05,6.607001068914542e-06,3.720918243743654e-06,1.7145581296063028e-05,7.082978072503465e-06,3.561414700925525e-06,1.713081746856915e-05,6.543272775161313e-06,2.974434551106242e-06,37.80927402680236,5807,0.05515715086292873,0.9717202141900937
140,1136,1.2432810763129964e-05,1.4498555628961185e-05,1.446779322122893e-06,1.2544373021228239e-05,1.4363038644660264e-05,1.3874560522708634e-06,1.2485343177104369e-05,1.4461934370046947e-05,1.009172137855785e-06,24.752934854653873,15021,0.14714064612189723,0.8987614431879375
141,951,1.6727512047509663e-05,1.4504435966955498e-05,5.634677336274763e-06,1.690075714577688e-05,1.4605498563469155e-05,5.567201242229203e-06,1.6747688277973793e-05,1.4497823030978907e-05,5.283247446641326e-06,35.55111244308024,20048,0.21502885213548706,0.9132653061224489
142,1073,1.176302839667187e-05,1.499626159784384e-05,1.3456866838623682e-06,1.1762719168473268e-05,1.4987418126111152e-05,1.340887649803335e-06,1.1756190815503942e-05,1.5012451967777452e-05,9.632635453726834e-07,1.36875881962581,22396,0.2556883698096836,1.0
143,995,1.1627679668890778e-05,7.570181196570047e-06,5.023106723456294e-06,1.1913397884200094e-05,7.4889242114295484e-06,4.972427632310428e-06,1.1682004696922377e-05,7.573656148451846e-06,4.718187710750499e-06,53.49092724335682,21955,0.2185925645671957,0.7514975183980832
144,1057,1.2420406164892484e-05,7.816098104740377e-06,9.488081559538841e-06,1.2702624644589378e-05,7.876141125962022e-06,9.413947282155277e-06,1.2587856417667354e-05,7.7866261563031e-06,9.037207746587228e-06,38.036665774317726,18152,0.19563296186924753,1.0
145,1084,9.240929557563504e-06,1.0289599231327884e-05,6.985648255408705e-07,9.308211701863911e-06,9.839890481089242e-06,2.7671317415212116e-07,9.327384304924635e-06,1.032139743983862e-05,1.8650157329602735e-07,75.66297994539114,9550,0.112817483756645,0.6211382113821138
146,7,1.0602166639728239e-05,1.4330222256830893e-05,6.245262966331211e-06,1.0602616384858266e-05,1.430693600923405e-05,6.243712277864688e-06,1.0602616384858266e-05,1.4321177786769113e-05,6.147987960503087e-06,13.776811582089662,39499,0.25919679769013715,0.25945047654705367
147,918,9.416863576916512e-06,1.4913372979208361e-05,5.907741069677286e-06,9.416869943379425e-06,1.5268334209395107e-05,5.694934770872351e-06,9.425067673873855e-06,1.4913598988641752e-05,5.510894652616116e-06,62.59713186574882,12710,0.15164711918198848,0.5115305670704713
148,1191,9.176664207188878e-06,1.2307087217777735e-05,4.525520353126922e-06,8.957822501542978e-06,1.2313980278122472e-05,4.498748012338183e-06,9.176222192763817e-06,1.2281170711503364e-05,4.097531927982345e-06,28.56385543259858,12962,0.10550305634914821,0.9279782359679267
149,1061,1.5173778137977934e-05,7.245121196319815e-06,1.1451498949099914e-06,1.4982023458287586e-05,7.367957778114942e-06,1.1080052786383021e-06,1.523869514130638e-05,7.278620159922866e-06,6.43609297412695e-07,25.286769657177203,11733,0.1410623256708666,0.8467811778290993
150,1028,1.338516995019745e-05,1.5072719179443084e-05,8.761878689256264e-06,1.3625266092276433e-05,1.4999060113041196e-05,8.685031843924662e-06,1.3346803825697862e-05,1.5084061033121543e-05,8.264172720373608e-06,30.079584165416346,14171,0.18232463589110184,0.9140811455847255
151,1019,1.7039642443705816e-05,9.588627563061891e-06,9.163783488475019e-06,1.676797455729684e-05,9.601998044672655e-06,9.057315764948726e-06,1.7026623936544638e-05,9.608780146663776e-06,8.764764061197639e-06,43.36231577904354,13094,0.15488526141471493,0.7164979480164159
152,1175,1.5859886843827553e-05,1.0592669241304975e-05,4.197806106276403e-06,1.5486627034988487e-05,1.0716602901084116e-05,3.989321044173266e-06,1.5802006601006724e-05,1.0524096978770103e-05,3.6850702826995985e-06,52.70905993525606,9495,0.1010912962470056,0.9623961078451246
153,1002,1.5034234365884913e-05,1.0777118859550683e-05,2.4798459890007507e-06,1.5163674106588587e-05,1.0791607564897276e-05,2.4160209477486205e-06,1.5058508779475233e-05,1.0789662155730184e-05,1.991536919376813e-06,16.84757946895373,17152,0.2585624698504583,0.9508814724470562
154,1117,9.317498552263714e-06,1.2852012332587037e-05,6.720515557390172e-06,9.714225598145276e-06,1.2879478617833229e-05,6.621737838941044e-06,9.398652309755562e-06,1.2863913525507087e-05,6.088759164413204e-06,38.029140295195994,6648,0.11238842304571274,1.0
155,1078,1.4685134829051094e-05,8.462198820780031e-06,2.085809342133871e-06,1.4903911505825818e-05,8.45809381644358e-06,2.0610730757653073e-06,1.4621771697420627e-05,8.464586244372185e-06,1.765872639225563e-06,32.5030320656265,11688,0.16765161512421825,0.9783209173851176
156,1121,8.761787739786087e-06,1.1503148471092572e-05,3.5375499010115163e-06,8.81038977240678e-06,1.0920584827545099e-05,3.2778041259007296e-06,8.795254871074576e-06,1.1387998711143155e-05,3.058404217881616e-06,78.51654077343213,11569,0.14516594516594516,0.8609808737069287
157,747,1.0633398687787121e-05,1.348525347566465e-05,1.6622590237602708e-06,1.058114457919146e-05,1.3481865153153194e-05,1.6573459902247123e-06,1.0631775694491807e-05,1.3514822057913989e-05,1.4594556319025287e-06,14.663194258771592,58993,0.49599374469265756,0.6471369021500658
158,1160,1.080496758731897e-05,1.0025727078755153e-05,5.213968734096852e-06,1.0754784852906596e-05,9.936042715708027e-06,5.15653573529562e-06,1.062791943695629e-05,1.005478134175064e-05,4.660104423237499e-06,10.724782960105372,8426,0.10193933968084978,1.0
159,1177,1.1538196758920094e-05,1.4842237305856543e-05,4.972289161742083e-06,1.1532698863447877e-05,1.4918305623723427e-05,4.965759444530704e-06,1.157597125711618e-05,1.4831317002972355e-05,4.645291028282372e-06,13.20085661225232,15629,0.11114666894236787,1.0
160,882,1.4303461284725927e-05,1.1063325473514851e-05,7.827199397070217e-06,1.4202048987499438e-05,1.1063686997658806e-05,7.809501994415768e-06,1.425877098881756e-05,1.1041696325264638e-05,7.602668119943701e-06,26.466123753309752,38932,0.3110280254369987,0.9515801823381321
161,494,1.1498384992592037e-05,1.2831118056055857e-05,9.472089004702866e-06,1.1524225101311458e-05,1.2832410448027076e-05,9.462880370847415e-06,1.1502645975269843e-05,1.2823516044591088e-05,9.356342616229085e-06,13.553003612488572,93682,0.6232751852886778,0.6573252876789223
161,1219,1.1774568520195317e-05,1.3058606782578863e-05,9.603326361684594e-06,1.1738406556105474e-05,1.4300286238722038e-05,8.401836566918064e-06,1.1550995623110794e-05,1.3196120562497526e-05,8.561239155824296e-06,103.12492569598557,146,0.001903296875203692,0.029893529893529894
162,484,9.344236332253786e-06,9.955802852346096e-06,4.377563982416177e-06,9.465386938245501e-06,9.954163942893501e-06,4.3396244109317195e-06,9.346681054012151e-06,9.957183010556037e-06,4.225099246468744e-06,46.94373942896475,40216,0.29523480916478856,0.36957800323481843
163,1262,8.728448847250547e-06,8.72401324159e-06,6.613830919377506e-06,8.977515790320467e-06,8.737680218473542e-06,6.640606443397701e-06,8.724631697987206e-06,8.715889180166414e-06,5.920253897784278e-06,19.048889528858506,5069,0.046984780230984555,1.0
164,1141,1.654426068853354e-05,1.1992762665613554e-05,6.670447874057572e-06,1.65465999089065e-05,1.1842190815514186e-05,6.646003612331697e-06,1.655204778217012e-05,1.198713289340958e-05,5.949822252659942e-06,12.209146669000992,10023,0.20265270223821752,0.8825394030113586
165,1089,1.0270824532199185e-05,1.0213835139438743e-05,6.3287072862294735e-06,1.0125243989023147e-05,1.0582690720184473e-05,6.077006673876895e-06,1.0297616881871363e-05,1.019284763970063e-05,5.785556822957005e-06,52.492109467138576,13311,0.16768496239654326,0.9668773153192417
166,855,1.2677362065005582e-05,6.584856009794748e-06,4.663834943130496e-06,1.25292967823043e-05,6.561910595337395e-06,4.654108579416061e-06,1.265225046154228e-05,6.591552846657578e-06,4.422570555107086e-06,34.16442600129098,36578,0.3624311363005826,0.8667567119262577
167,1044,1.1456369065854233e-05,1.4540935808327049e-05,8.95605751338735e-07,1.131558246925124e-05,1.458304222978768e-05,8.438024678980582e-07,1.1483599337225314e-05,1.4534428373735864e-05,6.723969647737249e-07,38.439338129093294,25511,0.23094401796060254,0.980928211635329
168,999,1.634676391404355e-05,8.632648587081349e-06,3.561789526429493e-06,1.629788584978087e-05,8.553409770684084e-06,3.5360837955522584e-06,1.6333265193679836e-05,8.589497156208381e-06,3.374562652425084e-06,30.084528095603826,23297,0.20352768507679136,0.8626282075017588
169,272,9.322166988567915e-06,6.510532784886891e-06,4.862822834184044e-06,9.17178158488241e-06,6.772464075766038e-06,4.601702130457852e-06,9.315357601735741e-06,6.534006615765975e-06,4.593835456034867e-06,93.39902142112004,0,0.0,0.0
170,811,1.7260704225918744e-05,1.082220387615962e-05,6.071810275898315e-06,1.7221503185282927e-05,1.0852225386770442e-05,6.0790841871494194e-06,1.725600850477349e-05,1.0840668437595014e-05,5.902226348553086e-06,16.018130567529074,68473,0.5072975936462779,0.9825792472053612
171,825,1.74054994204198e-05,1.0353399375162553e-05,4.403876118885819e-06,1.7406385268259328e-05,1.0349020612920867e-05,4.410090696183033e-06,1.7412031411367934e-05,1.0346317594667198e-05,4.233640311213094e-06,1.5467368525058012,33360,0.35946339098108937,0.7598396501457726
172,941,1.530791269033216e-05,1.4449560694629326e-05,9.561773367749993e-06,1.5159424037847202e-05,1.442014763597399e-05,9.535505341773387e-06,1.528339134893031e-05,1.4498975360766053e-05,9.277949175157119e-06,30.384154193515553,16010,0.19635016801981897,0.6847440229245969
173,939,1.2713278010778595e-05,9.925638096319744e-06,9.084604698728072e-06,1.2668029285123339e-05,9.886944553727517e-06,9.093428161577322e-06,1.2808459359803237e-05,9.954589586413931e-06,8.796966994850663e-06,9.312484503745718,28701,0.32839424243117693,0.8258567605674331
174,1178,1.4362575711857062e-05,1.145359237852972e-05,4.410057272252743e-06,1.4614481187891215e-05,1.1453603292466141e-05,4.325683448769269e-06,1.4373108569998294e-05,1.145181749961921e-05,3.908218332071556e-06,31.238082286666366,12767,0.10828392831395299,1.0
175,935,1.6206720829359256e-05,1.3921158370067133e-05,4.399236104291049e-06,1.6303087249980308e-05,1.3981326901557622e-05,4.391478569232277e-06,1.6258369214483537e-05,1.3903257240599487e-05,4.069994929523091e-06,19.6423725816809,33384,0.3769434878337944,1.0
176,515,1.702514691714896e-05,7.350689202212379e-06,8.707727829460055e-06,1.702514691714896e-05,7.492996246583061e-06,8.693344170751516e-06,1.702514691714896e-05,7.346915481321048e-06,8.432950380665716e-06,28.505564213350624,20875,0.24486803519061584,0.32293245877293403
177,413,1.2334674920566613e-05,1.4217315310816048e-05,4.800526312465081e-06,1.2378542123769876e-05,1.4110099527897546e-05,4.757915803565993e-06,1.232580916621373e-05,1.4237858977139695e-05,4.658732905227225e-06,45.37066597761469,52676,0.3942843883562003,0.5007795566034149
178,698,1.2861125469498802e-05,1.4798727988818428e-05,7.3980957040475914e-06,1.2896383850602433e-05,1.4797059975535376e-05,7.395423835987458e-06,1.2872485967818648e-05,1.477758860346512e-05,7.1500983267469564e-06,8.166646379163568,54337,0.6724876237623763,0.7645345565060784
179,1264,9.985927135858219e-06,1.3500769455276895e-05,3.260036123720056e-06,9.785647762328153e-06,1.3277121524879476e-05,3.157663513775333e-06,1.0046097486338113e-05,1.3526727798307547e-05,1.6991192524073995e-06,11.669423065636755,2241,0.03677447939743022,0.9907161803713528
180,1065,1.3485407180269249e-05,1.1918801646970678e-05,9.453912298340583e-06,1.3383326859184308e-05,1.1914793958567316e-05,9.444365787203424e-06,1.3465509709931212e-05,1.1896955584234092e-05,9.041618795890827e-06,14.289866311724305,20117,0.19161237474759021,0.9926477844665943
181,1,1.1782813544414239e-05,8.364568657270866e-06,2.8933517342011328e-06,1.163416482086177e-05,8.40979646454798e-06,2.7892656362382695e-06,1.1786669801949756e-05,8.375106972380308e-06,2.7173653052159352e-06,64.90127224103301,4425,0.02789703629451705,0.02915403874028199
182,857,1.3691285403183429e-05,7.790531526552513e-06,8.168079602910439e-06,1.3789790045848349e-05,7.83333871368086e-06,8.186706054402748e-06,1.3676534763362724e-05,7.771901437081397e-06,7.977860150276683e-06,25.2646101954618,31324,0.2548759550525228,0.7246061671563071
183,1020,1.6816433344502002e-05,7.494129931728821e-06,6.067495633033104e-06,1.6994868019537535e-05,7.599205673614051e-06,6.03121497988468e-06,1.683326354395831e-05,7.4755905643542064e-06,5.591032959273434e-06,25.22756919895404,3719,0.05594584430236931,0.25623535896375915
183,780,1.6991698430501856e-05,7.430659024976194e-06,5.7470251704216935e-06,1.716088900138857e-05,7.315659559026244e-06,5.622030130325584e-06,1.696537310635904e-05,7.470328455383424e-06,5.488410579346237e-06,51.95403169070556,18947,0.14415051849146754,0.2933653325075482
184,910,8.914130376069807e-06,1.3712495274376124e-05,4.379448228064575e-06,8.827460987959057e-06,1.3878508980269544e-05,4.283777343516704e-06,8.868900295055937e-06,1.3701665011467412e-05,4.2038282117573544e-06,67.0096026740841,31438,0.3141789254876879,0.9526666666666667
185,1124,9.886205589282326e-06,1.4453678886638954e-05,1.159751974455503e-06,9.801381565921474e-06,1.4275208741310053e-05,1.2037068017889396e-06,9.918107480189065e-06,1.4541039945470402e-05,7.219747715225822e-07,19.120557116421953,9459,0.11745349790150744,1.0
186,431,1.7011714589898475e-05,1.1224848094570916e-05,4.808022822544444e-06,1.7011728232319e-05,1.1272213214397198e-05,4.79958976029593e-06,1.7003270841087215e-05,1.1229572464799276e-05,4.712827148978249e-06,28.899471102404075,96509,0.519812992497078,0.5398380077639925
187,1227,1.2454059287847485e-05,1.4644772363681113e-05,5.94427319811075e-06,1.2263723419891903e-05,1.5059686575114029e-05,5.662261628458509e-06,1.2473574315663427e-05,1.4625267795054242e-05,5.138399501447566e-06,40.796094009035315,5439,0.07928340281624442,0.9540431503245045
188,6,1.246964075107826e-05,1.2645773495023604e-05,4.601723958330695e-06,1.2468447948776884e-05,1.2622839676623698e-05,4.6019024466659175e-06,1.2468447948776884e-05,1.264060529138078e-05,4.532052344075055e-06,18.537312790352775,44010,0.2516539629352195,0.2516539629352195
189,1130,1.0009601282945368e-05,7.608175337736611e-06,1.9287560917291557e-06,1.0586663847789168e-05,7.611138698848663e-06,1.6027295259846142e-06,1.0003131592384307e-05,7.594681846967433e-06,1.2590400046974537e-06,58.93368483618995,6981,0.08217001341839497,0.6896177022621752
190,876,1.1796247690654127e-05,1.149816080214805e-05,3.3127877259175875e-06,1.1728501704055816e-05,1.1509415344335139e-05,3.307482188574795e-06,1.1817355698440224e-05,1.1494695172586944e-05,3.1297968234866858e-06,20.212223625052946,53732,0.42039542143600417,0.9472032718106016
191,981,1.2719774076686008e-05,8.49546586323413e-06,5.17993740345446e-07,1.2906634765386116e-05,8.489647370879538e-06,4.129867292590461e-07,1.2711254839814501e-05,8.495735528413206e-06,2.2345584227423387e-07,44.22689010858858,31565,0.24305074305074306,0.8473370557285514
192,610,1.5236414583341684e-05,6.810348622821039e-06,7.709468491157168e-06,1.5207347132673021e-05,6.854224011476617e-06,7.712920023550396e-06,1.5248544059431879e-05,6.810775630583521e-06,7.565256510133622e-06,19.21056306929132,69093,0.5431156458307131,0.6690066520135171
193,1039,8.766281553107547e-06,9.689502803666983e-06,4.915168119623559e-06,8.681620329298312e-06,9.57030852077878e-06,4.878636445937445e-06,8.76037393027218e-06,9.70437804426183e-06,4.666230097427615e-06,34.05219604516672,31581,0.2673478544278615,1.0
194,982,9.375840818393044e-06,6.89206103743345e-06,7.419912435580045e-07,9.464466529607307e-06,6.726223546138499e-06,7.30238838286823e-07,9.339451480627758e-06,6.883525884404662e-06,4.26660662355971e-07,31.148113023390177,27579,0.2640199888950583,0.9365003905056198
195,1120,8.59470310388133e-06,7.1502502123621525e-06,7.358906259469222e-06,8.823396456136834e-06,7.366812269538059e-06,7.284649427674594e-06,8.635489848529687e-06,7.158008884289302e-06,7.1159938670462e-06,66.89562841675999,21598,0.13988251371428942,0.9410073196235622
196,902,1.3417463833320653e-05,1.0658943665475817e-05,3.3971257380471798e-06,1.3570886039815377e-05,1.0849246336874785e-05,3.2204285389525467e-06,1.3429831597022712e-05,1.0686981113394722e-05,3.04165575926163e-06,54.97767334145816,34153,0.3231217536921578,0.7707045177596245
197,877,1.6361308553314302e-05,1.099802102544345e-05,5.228038617133279e-06,1.643414179852698e-05,1.090486694010906e-05,5.207494723435957e-06,1.6378345208067913e-05,1.0987787845806452e-05,5.061299816588871e-06,40.60440737415915,61732,0.437626275157556,0.8803388331931036
198,1172,1.1609212378971279e-05,8.967848771135323e-06,5.386158818510012e-06,1.1609212378971279e-05,8.962136234913487e-06,5.373489102566964e-06,1.160921283371863e-05,8.98142661753809e-06,4.801171598955989e-06,0.6008405717722374,10708,0.13055193182233818,1.0
199,1208,1.1800139418483013e-05,8.442169473710237e-06,1.0119006788045226e-06,1.1785220976889832e-05,8.153025646606693e-06,8.017145063377029e-07,1.1759992958104704e-05,8.534545941074612e-06,5.664434752361558e-07,46.528927664053654,7655,0.06674455711433329,0.9476355533547908
